,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/hdopy,Poids Plume II,Poids Plume II,Embuscade III,Contre-attaque III,Barrière Mêlée III,Contre-attaque III,Brûlure III,Embuscade III,Ravage III,Barrière Distance III,Furie,Aura de Flammes
https://www.zenithwakfu.com/builder/4iz9r,Critique Berserk III,Critique Berserk III,Embuscade III,Brûlure II,Brûlure II,,Embuscade III,,Ravage III,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/8frf8,Enveloppe rocheuse III,Tolérance II,Allocentrisme III,Théorie de la matière II,Carapace I,Cicatrisation III,Force vitale II,Conservation II,Vélocité I,Conservation II,Force Herculéenne,Longévité
https://www.zenithwakfu.com/builder/ebdks,,Contre-attaque III,Contre-attaque III,,,Ruine III,Cicatrisation III,,Ruine III,Cicatrisation III,,
https://www.zenithwakfu.com/builder/usy8u,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/t66yk,Carapace II,Conservation III,Force vitale II,Courage III,Agilité vitale II,Vélocité II,Cicatrisation III,Courage III,Ravage III,Cicatrisation III,Force Herculéenne,Pétulance
https://www.zenithwakfu.com/builder/gqarf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ew7tr,Brûlure III,Brûlure secondaire III,,Embuscade III,Ventilation III,Dérobade continue III,Embuscade III,Force légère III,Ravage III,Carnage III,Mesure,Stasification
https://www.zenithwakfu.com/builder/hmiq7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xy8xz,Influence du Wakfu II,Influence lente III,Retour PA II,Influence III,Puissance brute I,Retour PA II,Force vitale II,Influence III,Retour d'Armure II,Ravage III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/cootb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wzvqi,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dapzd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/apdw0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/v9p1f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gkgjv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rc1fp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jrhvd,Stupéfaction II,Stupéfaction II,Brûlure III,Ravage III,Tellurisme III,Influence III,Influence III,Puissance brute II,Verrouillage III,Verrouillage III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/h5vwm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5bbrl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ecfii,Poids Plume II,Gel secondaire III,Sanguinolence III,Embuscade écartée III,Influence III,Embuscade écartée III,Carapace II,Ravage III,Poids Plume II,Influence III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/stblf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xz4bj,,Dérobade continue I,,,,,,,Dérobade continue I,,,
https://www.zenithwakfu.com/builder/0vrf8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6vjkc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/nwhy5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qayck,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/spdtp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/he2ai,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/upnmv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/027zp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zfin6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wxo1z,Intégrité II,Tolérance II,Cicatrisation II,Prétention II,Prétention II,Vélocité I,Cicatrisation II,Sauvegarde du Wakfu II,Prétention II,Force vitale II,Force Herculéenne,Empressement
https://www.zenithwakfu.com/builder/aqidr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/uxswo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/7ohmy,Influence vitale II,Influence vitale II,,Influence vitale II,Influence II,Influence II,,Influence II,,,,
https://www.zenithwakfu.com/builder/o87kf,Influence III,Visibilité II,Cicatrisation III,Agilité vitale II,Influence vitale III,Vélocité I,Intégrité II,Influence III,Influence vitale III,Force vitale II,Concentration Elémentaire,Distribution
https://www.zenithwakfu.com/builder/7y3mq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tl3df,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dpecx,Sanguinolence III,Gel III,Carapace II,Influence vitale III,Influence vitale III,Poids Plume III,Embuscade III,Embuscade III,Influence lente III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/4pfyj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vwzqw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ksirg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/x4ogf,Enveloppe rocheuse II,,Cicatrisation II,Prétention II,Prétention II,Vélocité I,Enveloppe rocheuse II,Enveloppe rocheuse II,Prétention II,Cicatrisation II,,
https://www.zenithwakfu.com/builder/idrzd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4z5ic,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cnf5i,Retour PA II,Influence vitale III,Influence du Wakfu II,Influence III,Persistance II,Retour PA II,Force vitale II,Puissance brute I,Brûlure III,Ravage III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/2hl5h,Enveloppe rocheuse II,Théorie de la matière II,Prétention II,Prétention II,Cicatrisation II,Vélocité I,Enveloppe rocheuse II,Cicatrisation II,Prétention II,Enveloppe rocheuse II,,
https://www.zenithwakfu.com/builder/vsisp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jxdhy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5opio,Sanguinolence III,Persistance II,Profit II,Profit II,Carnage III,Profit II,Carapace II,Gel III,Carnage III,Puissance brute I,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/tixnh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6xhvy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qdff7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ujddv,Cicatrisation III,Puissance brute III,Sanguinolence III,Consolation critique III,Embuscade III,Cicatrisation III,Carapace II,Embuscade III,Ravage III,Dévastation III,Inflexibilité,Face-à-face
https://www.zenithwakfu.com/builder/byck4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/33l0z,Influence du Wakfu II,Influence vitale II,Force vitale II,Retour PA II,Retour PA II,Stupéfaction II,Stupéfaction II,Puissance brute I,Brûlure III,Ravage III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/psxs3,Armure lourde II,Tellurisme III,Influence III,Carapace II,Force vitale II,Influence lente III,Dévastation III,Ravage III,Brûlure III,Influence III,Maniement : Deux mains,Hypermétrope
https://www.zenithwakfu.com/builder/htm1z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vdbdt,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vrzhx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wfbpc,Carapace II,Puissance brute III,Balance critique III,Consolation critique III,Balance critique III,Carnage III,Force vitale II,Carnage III,Cicatrisation III,Cicatrisation III,Maniement : Deux mains,Alternance II
https://www.zenithwakfu.com/builder/dyyjv,Dérobade lente II,Ravage II,,,,,,,,,,
https://www.zenithwakfu.com/builder/uvo3t,Brûlure secondaire III,Ventilation III,Carapace II,Force vitale II,Influence II,Poids Plume II,Poids Plume II,Influence II,Ravage III,Influence II,Maniement : Deux mains,Paisible
https://www.zenithwakfu.com/builder/vcwpv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d9dow,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fjiwe,Représailles III,Dernier souffle III,Précaution II,Wakfu Berserk II,Cicatrisation II,Cicatrisation II,Brûlure II,Brûlure II,Contre-attaque II,Wakfu Berserk II,Constance,Energie ancestrale
https://www.zenithwakfu.com/builder/qum0z,Carnage III,Carnage III,Force vitale II,Influence III,Influence III,,Dévastation III,,Brûlure II,Brûlure II,,
https://www.zenithwakfu.com/builder/1yloq,Carapace II,Préparation critique III,Armure lourde II,Cicatrisation III,Force vitale II,Cicatrisation III,Neutralité III,Consolation critique III,Puissance brute III,Rupture PA II,Inflexibilité II,Alternance II
https://www.zenithwakfu.com/builder/wryvd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/quqto,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3g93l,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/08d2q,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wtnwt,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/lc9zh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d0u26,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xbznk,Ruine III,Ravage III,Cicatrisation III,Influence III,Influence III,Ruine III,Poids Plume III,Embuscade III,Puissance brute III,Cicatrisation III,Maniement : Deux mains,Face-à-face
https://www.zenithwakfu.com/builder/zcxhd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ncldv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mjany,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fuiej,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kvxbq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1zc96,,,Destruction III,Influence III,Influence III,Influence lente III,Carapace II,Destruction III,Ravage III,,Anatomie,
https://www.zenithwakfu.com/builder/rawgk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/efq1r,Ventilation III,Force vitale II,Stupéfaction III,Influence du Wakfu II,Influence vitale III,Ruine III,Carapace sanguine I,Ravage III,Ruine III,Valeur ajoutée III,Contrôle de l'espace II,Lunatique
https://www.zenithwakfu.com/builder/tmdjk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kowaq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kbptz,Ravage III,Armure lourde II,Influence II,Critique Berserk III,Critique Berserk III,Carapace sanguine III,Persistance II,Puissance brute I,Brûlure III,Influence du Wakfu II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/a9izp,Ravage III,Armure lourde II,Influence II,Critique Berserk III,Critique Berserk III,Carapace sanguine III,Persistance II,Puissance brute I,Brûlure III,Influence du Wakfu II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/doj6d,Force vitale II,Influence vitale III,Influence vitale III,Ambition III,Ambition III,Influence du Wakfu II,Vivacité II,Neutralité I,Sauvegarde II,Neutralité III,Inflexibilité II,
https://www.zenithwakfu.com/builder/t2qkq,Ventilation III,Agilité vitale II,Valeur ajoutée III,Influence vitale III,Influence lente III,Ruine III,Tolérance II,Influence vitale III,Ruine III,Ravage III,Contrôle de l'espace II,Stasification
https://www.zenithwakfu.com/builder/qynon,Influence lente III,Embuscade III,Embuscade III,Ravage III,Représailles III,,Influence vitale III,Destruction II,Sanguinolence III,Destruction III,Concentration Elémentaire,Excès
https://www.zenithwakfu.com/builder/fbvpr,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/vrrgj,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/kx7vf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/w3tga,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gp1za,Persistance II,Retour PA II,Force vitale II,Retour PA II,Puissance brute I,Ravage III,Brûlure III,Influence vitale III,Influence du Wakfu II,Influence vitale III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/qxx4q,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yc2jz,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/wxrvs,Tolérance II,Abandon II,Abandon II,Cicatrisation III,Agilité vitale II,Vélocité II,Force vitale II,Cicatrisation III,Prétention III,,Force Herculéenne,Empressement
https://www.zenithwakfu.com/builder/jkrta,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xeqbz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/d33qw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yiolb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qk0ew,Sauvegarde II,Retour PA II,Retour PA II,Influence III,Embuscade III,Influence II,Carapace II,Armure lourde II,Sauvegarde II,Ravage III,Anatomie,Stasification
https://www.zenithwakfu.com/builder/qpb63,Poids Plume I,,,Poids Plume I,,Courage III,,Poids Plume I,Poids Plume I,Concentration Elémentaire,,
https://www.zenithwakfu.com/builder/sczqo,Volonté directe III,Profit II,Expert des Parades II,Ravage secondaire II,Ravage secondaire II,Poids Plume III,Profit II,Profit II,Ravage secondaire II,Volonté directe III,Mesure II,Wé
https://www.zenithwakfu.com/builder/cetuh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/e6sue,Persistance II,Brûlure III,Force vitale II,Puissance brute I,Retour PA II,Influence vitale III,Influence du Wakfu II,Influence II,Influence vitale III,Influence II,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/ugvlg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/szi9c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bvkas,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/411yk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2678z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hjbos,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tbbli,Contre-attaque II,Retour enflammé II,Ruine cyclique II,Contre-attaque II,Ruine III,Ravage II,Contre-attaque II,Barrière Mêlée II,Tellurisme III,Ruine III,,Aura de Flammes
https://www.zenithwakfu.com/builder/nrwfr,,,,,,,,,,,Mesure,Stasification
https://www.zenithwakfu.com/builder/cqkcy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/medpm,Cicatrisation III,Cicatrisation III,Embuscade III,Critique Berserk III,Dernier souffle III,Dernier souffle III,Embuscade III,Influence III,Ravage III,Critique Berserk III,,
https://www.zenithwakfu.com/builder/d4neq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xhpsn,Sauvegarde II,Influence vitale II,Sauvegarde II,Sauvegarde II,Influence II,Influence II,Influence II,Dimensionnalité II,Acribie III,Influence du Wakfu II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/uoxqd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/n2uho,Cicatrisation III,Dérobade lente II,,Précaution III,Barrière Mêlée III,Influence lente III,Cicatrisation III,Expert des Coups critiques III,Ravage III,Carapace II,Furie,Energie ancestrale
https://www.zenithwakfu.com/builder/yaygg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rehp8,Carapace II,Embuscade écartée III,Influence III,Embuscade écartée III,Tolérance II,Influence lente III,Poids Plume III,Gel secondaire III,Sanguinolence III,Ravage III,Elémentalisme,Par-delà la barrière
https://www.zenithwakfu.com/builder/xznyt,Sauvegarde II,Sauvegarde II,Force vitale II,Sauvegarde II,Acribie III,Influence III,Dimensionnalité II,Influence III,Acribie III,Influence du Wakfu II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/mdr32,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/lnyet,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1cu4d,Embuscade III,Focalisation II,Profit II,Carapace II,Sanguinolence III,Profit II,Poids Plume III,Influence III,Influence lente III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/y11kz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mtfu2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/oobtp,Puissance brute I,Brûlure I,Brûlure I,Brûlure I,Influence du Wakfu I,Ravage I,Influence du Wakfu I,,,,,
https://www.zenithwakfu.com/builder/r3usi,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/avrzb,Ventilation II,Ventilation II,Ravage II,Valeur ajoutée III,Carnage III,Ruine III,Ravage II,,Ruine III,Ruine cyclique II,Contrôle de l'espace II,
https://www.zenithwakfu.com/builder/ejo2c,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sujpf,Cicatrisation III,Ruine III,Carapace II,Conservation III,Valeur ajoutée III,Ruine cyclique II,Secret de la vie II,Neutralité III,Ruine III,Cicatrisation III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/bekcp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/spcyx,Expert des armes légères III,Puissance brute II,Embuscade écartée III,Ravage III,Carapace II,Expert des armes légères III,Dévastation I,Force vitale II,Destruction III,Destruction III,Mesure III,Energie ancestrale
https://www.zenithwakfu.com/builder/cysmo,Ruine cyclique II,Ruine III,Ruine III,Contre-attaque III,Contre-attaque III,Propagation II,Propagation II,Retour enflammé II,Valeur ajoutée II,Valeur ajoutée II,Constance,Aura de Flammes
https://www.zenithwakfu.com/builder/fx22t,,,,Poids Plume III,,,,,,,,
https://www.zenithwakfu.com/builder/aqegg,,,Expert des armes légères I,Expert des armes légères I,Expert des armes légères I,,,,Expert des armes légères I,Expert des armes légères I,,
https://www.zenithwakfu.com/builder/wxwou,Prétention III,Carapace II,Agilité vitale II,Abandon II,Abandon II,Vélocité II,Evasion III,,Ravage secondaire II,Prétention III,Force Herculéenne,
https://www.zenithwakfu.com/builder/pp44z,,,,,,,,,,,Chaos,
https://www.zenithwakfu.com/builder/mvf94,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wk502,Ventilation II,Ventilation II,Ravage II,Valeur ajoutée III,Sanguinolence III,Ruine III,Ravage II,,Ruine III,Ruine cyclique II,Contrôle de l'espace II,Stasification
https://www.zenithwakfu.com/builder/lvxgy,,,,,,Contre-attaque I,Arme solide II,Valeur ajoutée I,,,Aura de Flammes,
https://www.zenithwakfu.com/builder/ldyrw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tbuej,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0txxr,Carapace II,Embuscade écartée III,Influence III,Embuscade écartée III,Tolérance II,Influence lente III,Poids Plume III,Gel secondaire III,Sanguinolence III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/t6fjy,Poids Plume III,Embuscade III,,Gel secondaire I,,Force légère II,Embuscade III,Ravage II,Ravage II,Puissance brute II,,
https://www.zenithwakfu.com/builder/ujjjb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9hpd1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gdobb,Enveloppe rocheuse III,Prétention III,Secret de la vie II,Vélocité II,Visibilité II,Cicatrisation II,Enveloppe rocheuse III,Carapace II,Force vitale II,Cicatrisation III,Inflexibilité,Distribution
https://www.zenithwakfu.com/builder/sjlkm,Carapace II,,,,,Cicatrisation II,,,,Cicatrisation II,,
https://www.zenithwakfu.com/builder/f2kj8,Expert des armes légères III,Expert des armes légères III,Retour PA II,Retour PA II,Puissance brute I,Influence III,Influence du Wakfu II,Influence III,Influence vitale III,Influence vitale III,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/vqphd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xfgg2,Tolérance II,Abandon II,Abandon II,Cicatrisation III,Agilité vitale II,Vélocité II,Force vitale II,Cicatrisation III,Prétention III,,Force Herculéenne,Empressement
https://www.zenithwakfu.com/builder/utvde,Carapace II,,,Force vitale II,Agilité vitale II,,,Interception III,Interception III,,Force Herculéenne,
https://www.zenithwakfu.com/builder/e2zae,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/im4q4,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ullk0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/oocxj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tpn1i,Embuscade II,,,,,,Embuscade II,,,,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/myk7e,,,,,,,,,,,,
